SiteCode,Meas,Date,Year,DayN,DayZ,Collector,Depth,PlateCode,MeasCode,Daysafterdeploy,DaysPerMeasure,PercentCiona,MinTemp,MaxTemp,MinSal,MaxSal,MinpH,MaxpH,MinVarAccel,MaxVarAccel,AvgSal,AvgTemp,AvgpH,VarAccel,MeanPercentCiona2014,MeanPercentCiona2015
SH,2,7/03/2014,14,183,183,1,A,SH_1A_14,SH_1A_14_2,63,28,0,9.965416667,19.22493056,15.92414194,31.25282368,7.960220833,8.193165278,NA,NA,27.29116,14.08347,8.14602886,NA,10.474,46.641474
SH,2,7/03/2014,14,183,183,1,B,SH_1B_14,SH_1B_14_2,63,28,0,9.965416667,19.22493056,15.92414194,31.25282368,7.960220833,8.193165278,NA,NA,27.29116,14.08347,8.14602886,NA,10.474,46.641474
SH,2,7/03/2014,14,183,183,1,C,SH_1C_14,SH_1C_14_2,63,28,0,9.965416667,19.22493056,15.92414194,31.25282368,7.960220833,8.193165278,NA,NA,27.29116,14.08347,8.14602886,NA,10.474,46.641474
SH,2,7/03/2014,14,183,183,2,A,SH_2A_14,SH_2A_14_2,63,28,0,9.965416667,19.22493056,15.92414194,31.25282368,7.960220833,8.193165278,NA,NA,27.29116,14.08347,8.14602886,NA,10.474,46.641474
SH,2,7/03/2014,14,183,183,2,B,SH_2B_14,SH_2B_14_2,63,28,0,9.965416667,19.22493056,15.92414194,31.25282368,7.960220833,8.193165278,NA,NA,27.29116,14.08347,8.14602886,NA,10.474,46.641474
SH,2,7/03/2014,14,183,183,2,C,SH_2C_14,SH_2C_14_2,63,28,0,9.965416667,19.22493056,15.92414194,31.25282368,7.960220833,8.193165278,NA,NA,27.29116,14.08347,8.14602886,NA,10.474,46.641474
SH,2,7/03/2014,14,183,183,5,A,SH_5A_14,SH_5A_14_2,63,28,0,9.965416667,19.22493056,15.92414194,31.25282368,7.960220833,8.193165278,NA,NA,27.29116,14.08347,8.14602886,NA,10.474,46.641474
SH,2,7/03/2014,14,183,183,5,B,SH_5B_14,SH_5B_14_2,63,28,0,9.965416667,19.22493056,15.92414194,31.25282368,7.960220833,8.193165278,NA,NA,27.29116,14.08347,8.14602886,NA,10.474,46.641474
SH,2,7/03/2014,14,183,183,5,C,SH_5C_14,SH_5C_14_2,63,28,0,9.965416667,19.22493056,15.92414194,31.25282368,7.960220833,8.193165278,NA,NA,27.29116,14.08347,8.14602886,NA,10.474,46.641474
SH,3,7/31/2014,14,211,211,1,A,SH_1A_14,SH_1A_14_3,91,28,0,12.30972222,20.16041667,21.7447809,29.70996111,8.06246875,8.152454545,0.000338965,0.010198297,26.51295,16.15429,8.09540291,0.00257756,10.474,46.641474
SH,3,7/31/2014,14,211,211,1,B,SH_1B_14,SH_1B_14_3,91,28,1.16,12.30972222,20.16041667,21.7447809,29.70996111,8.06246875,8.152454545,0.000338965,0.010198297,26.51295,16.15429,8.09540291,0.00257756,10.474,46.641474
SH,3,7/31/2014,14,211,211,1,C,SH_1C_14,SH_1C_14_3,91,28,1.16,12.30972222,20.16041667,21.7447809,29.70996111,8.06246875,8.152454545,0.000338965,0.010198297,26.51295,16.15429,8.09540291,0.00257756,10.474,46.641474
SH,3,7/31/2014,14,211,211,2,A,SH_2A_14,SH_2A_14_3,91,28,0,12.30972222,20.16041667,21.7447809,29.70996111,8.06246875,8.152454545,0.000338965,0.010198297,26.51295,16.15429,8.09540291,0.00257756,10.474,46.641474
SH,3,7/31/2014,14,211,211,2,B,SH_2B_14,SH_2B_14_3,91,28,0,12.30972222,20.16041667,21.7447809,29.70996111,8.06246875,8.152454545,0.000338965,0.010198297,26.51295,16.15429,8.09540291,0.00257756,10.474,46.641474
SH,3,7/31/2014,14,211,211,2,C,SH_2C_14,SH_2C_14_3,91,28,1.19,12.30972222,20.16041667,21.7447809,29.70996111,8.06246875,8.152454545,0.000338965,0.010198297,26.51295,16.15429,8.09540291,0.00257756,10.474,46.641474
SH,3,7/31/2014,14,211,211,5,A,SH_5A_14,SH_5A_14_3,91,28,1.27,12.30972222,20.16041667,21.7447809,29.70996111,8.06246875,8.152454545,0.000338965,0.010198297,26.51295,16.15429,8.09540291,0.00257756,10.474,46.641474
SH,3,7/31/2014,14,211,211,5,B,SH_5B_14,SH_5B_14_3,91,28,0,12.30972222,20.16041667,21.7447809,29.70996111,8.06246875,8.152454545,0.000338965,0.010198297,26.51295,16.15429,8.09540291,0.00257756,10.474,46.641474
SH,3,7/31/2014,14,211,211,5,C,SH_5C_14,SH_5C_14_3,91,28,1.15,12.30972222,20.16041667,21.7447809,29.70996111,8.06246875,8.152454545,0.000338965,0.010198297,26.51295,16.15429,8.09540291,0.00257756,10.474,46.641474
SH,4,9/05/2014,14,247,247,1,A,SH_1A_14,SH_1A_14_4,127,36,3.85,14.32604167,20.51805556,26.09432326,32.81053368,7.97557732,8.098972222,8.92E-05,0.006004986,29.20165,18.11104,8.06478456,0.00148788,10.474,46.641474
SH,4,9/05/2014,14,247,247,1,B,SH_1B_14,SH_1B_14_4,127,36,13.58,14.32604167,20.51805556,26.09432326,32.81053368,7.97557732,8.098972222,8.92E-05,0.006004986,29.20165,18.11104,8.06478456,0.00148788,10.474,46.641474
SH,4,9/05/2014,14,247,247,1,C,SH_1C_14,SH_1C_14_4,127,36,29.41,14.32604167,20.51805556,26.09432326,32.81053368,7.97557732,8.098972222,8.92E-05,0.006004986,29.20165,18.11104,8.06478456,0.00148788,10.474,46.641474
SH,4,9/05/2014,14,247,247,2,A,SH_2A_14,SH_2A_14_4,127,36,5.06,14.32604167,20.51805556,26.09432326,32.81053368,7.97557732,8.098972222,8.92E-05,0.006004986,29.20165,18.11104,8.06478456,0.00148788,10.474,46.641474
SH,4,9/05/2014,14,247,247,2,B,SH_2B_14,SH_2B_14_4,127,36,12.2,14.32604167,20.51805556,26.09432326,32.81053368,7.97557732,8.098972222,8.92E-05,0.006004986,29.20165,18.11104,8.06478456,0.00148788,10.474,46.641474
SH,4,9/05/2014,14,247,247,2,C,SH_2C_14,SH_2C_14_4,127,36,29.07,14.32604167,20.51805556,26.09432326,32.81053368,7.97557732,8.098972222,8.92E-05,0.006004986,29.20165,18.11104,8.06478456,0.00148788,10.474,46.641474
SH,4,9/05/2014,14,247,247,5,A,SH_5A_14,SH_5A_14_4,127,36,10.13,14.32604167,20.51805556,26.09432326,32.81053368,7.97557732,8.098972222,8.92E-05,0.006004986,29.20165,18.11104,8.06478456,0.00148788,10.474,46.641474
SH,4,9/05/2014,14,247,247,5,B,SH_5B_14,SH_5B_14_4,127,36,8.64,14.32604167,20.51805556,26.09432326,32.81053368,7.97557732,8.098972222,8.92E-05,0.006004986,29.20165,18.11104,8.06478456,0.00148788,10.474,46.641474
SH,4,9/05/2014,14,247,247,5,C,SH_5C_14,SH_5C_14_4,127,36,33.33,14.32604167,20.51805556,26.09432326,32.81053368,7.97557732,8.098972222,8.92E-05,0.006004986,29.20165,18.11104,8.06478456,0.00148788,10.474,46.641474
SH,5,10/06/2014,14,278,278,1,A,SH_1A_14,SH_1A_14_5,158,31,28.4,12.95763889,19.26833333,30.48748646,33.52910035,7.854608247,8.085385417,0.000164678,0.003801781,32.6925,15.13856,8.02490618,0.00120419,10.474,46.641474
SH,5,10/06/2014,14,278,278,1,B,SH_1B_14,SH_1B_14_5,158,31,29.76,12.95763889,19.26833333,30.48748646,33.52910035,7.854608247,8.085385417,0.000164678,0.003801781,32.6925,15.13856,8.02490618,0.00120419,10.474,46.641474
SH,5,10/06/2014,14,278,278,1,C,SH_1C_14,SH_1C_14_5,158,31,35.29,12.95763889,19.26833333,30.48748646,33.52910035,7.854608247,8.085385417,0.000164678,0.003801781,32.6925,15.13856,8.02490618,0.00120419,10.474,46.641474
SH,5,10/06/2014,14,278,278,2,A,SH_2A_14,SH_2A_14_5,158,31,30.95,12.95763889,19.26833333,30.48748646,33.52910035,7.854608247,8.085385417,0.000164678,0.003801781,32.6925,15.13856,8.02490618,0.00120419,10.474,46.641474
SH,5,10/06/2014,14,278,278,2,B,SH_2B_14,SH_2B_14_5,158,31,21.43,12.95763889,19.26833333,30.48748646,33.52910035,7.854608247,8.085385417,0.000164678,0.003801781,32.6925,15.13856,8.02490618,0.00120419,10.474,46.641474
SH,5,10/06/2014,14,278,278,2,C,SH_2C_14,SH_2C_14_5,158,31,50,12.95763889,19.26833333,30.48748646,33.52910035,7.854608247,8.085385417,0.000164678,0.003801781,32.6925,15.13856,8.02490618,0.00120419,10.474,46.641474
SH,5,10/06/2014,14,278,278,5,A,SH_5A_14,SH_5A_14_5,158,31,19.77,12.95763889,19.26833333,30.48748646,33.52910035,7.854608247,8.085385417,0.000164678,0.003801781,32.6925,15.13856,8.02490618,0.00120419,10.474,46.641474
SH,5,10/06/2014,14,278,278,5,B,SH_5B_14,SH_5B_14_5,158,31,39.76,12.95763889,19.26833333,30.48748646,33.52910035,7.854608247,8.085385417,0.000164678,0.003801781,32.6925,15.13856,8.02490618,0.00120419,10.474,46.641474
SH,5,10/06/2014,14,278,278,5,C,SH_5C_14,SH_5C_14_5,158,31,64.77,12.95763889,19.26833333,30.48748646,33.52910035,7.854608247,8.085385417,0.000164678,0.003801781,32.6925,15.13856,8.02490618,0.00120419,10.474,46.641474
VC,1,6/11/2014,14,161,161,1,A,VC_1A_14,VC_1A_14_1,13,13,0,4.069583333,11.18868056,NA,NA,8.085523429,8.183463551,0.000139479,0.00223588,NA,7.83333,8.14263852,0.00158719,1.403777778,12.80181902
VC,1,6/11/2014,14,161,161,1,B,VC_1B_14,VC_1B_14_1,13,13,0,4.069583333,11.18868056,NA,NA,8.085523429,8.183463551,0.000139479,0.00223588,NA,7.83333,8.14263852,0.00158719,1.403777778,12.80181902
VC,1,6/11/2014,14,161,161,1,C,VC_1C_14,VC_1C_14_1,13,13,0,4.069583333,11.18868056,NA,NA,8.085523429,8.183463551,0.000139479,0.00223588,NA,7.83333,8.14263852,0.00158719,1.403777778,12.80181902
VC,1,6/11/2014,14,161,161,2,A,VC_2A_14,VC_2A_14_1,13,13,0,4.069583333,11.18868056,NA,NA,8.085523429,8.183463551,0.000139479,0.00223588,NA,7.83333,8.14263852,0.00158719,1.403777778,12.80181902
VC,1,6/11/2014,14,161,161,2,B,VC_2B_14,VC_2B_14_1,13,13,0,4.069583333,11.18868056,NA,NA,8.085523429,8.183463551,0.000139479,0.00223588,NA,7.83333,8.14263852,0.00158719,1.403777778,12.80181902
VC,1,6/11/2014,14,161,161,2,C,VC_2C_14,VC_2C_14_1,13,13,0,4.069583333,11.18868056,NA,NA,8.085523429,8.183463551,0.000139479,0.00223588,NA,7.83333,8.14263852,0.00158719,1.403777778,12.80181902
VC,1,6/11/2014,14,161,161,3,A,VC_3A_14,VC_3A_14_1,13,13,0,4.069583333,11.18868056,NA,NA,8.085523429,8.183463551,0.000139479,0.00223588,NA,7.83333,8.14263852,0.00158719,1.403777778,12.80181902
VC,1,6/11/2014,14,161,161,3,B,VC_3B_14,VC_3B_14_1,13,13,0,4.069583333,11.18868056,NA,NA,8.085523429,8.183463551,0.000139479,0.00223588,NA,7.83333,8.14263852,0.00158719,1.403777778,12.80181902
VC,1,6/11/2014,14,161,161,3,C,VC_3C_14,VC_3C_14_1,13,13,0,4.069583333,11.18868056,NA,NA,8.085523429,8.183463551,0.000139479,0.00223588,NA,7.83333,8.14263852,0.00158719,1.403777778,12.80181902
VC,2,7/06/2014,14,186,186,1,A,VC_1A_14,VC_1A_14_2,38,25,0,4.725684211,19.04798611,30.11760896,31.86804201,7.959258333,8.16675,0.000196919,0.002365444,31.10611,11.77839,8.11537764,0.0004341,1.403777778,12.80181902
VC,2,7/06/2014,14,186,186,1,B,VC_1B_14,VC_1B_14_2,38,25,0,4.725684211,19.04798611,30.11760896,31.86804201,7.959258333,8.16675,0.000196919,0.002365444,31.10611,11.77839,8.11537764,0.0004341,1.403777778,12.80181902
VC,2,7/06/2014,14,186,186,1,C,VC_1C_14,VC_1C_14_2,38,25,0,4.725684211,19.04798611,30.11760896,31.86804201,7.959258333,8.16675,0.000196919,0.002365444,31.10611,11.77839,8.11537764,0.0004341,1.403777778,12.80181902
VC,2,7/06/2014,14,186,186,2,A,VC_2A_14,VC_2A_14_2,38,25,0,4.725684211,19.04798611,30.11760896,31.86804201,7.959258333,8.16675,0.000196919,0.002365444,31.10611,11.77839,8.11537764,0.0004341,1.403777778,12.80181902
VC,2,7/06/2014,14,186,186,2,B,VC_2B_14,VC_2B_14_2,38,25,0,4.725684211,19.04798611,30.11760896,31.86804201,7.959258333,8.16675,0.000196919,0.002365444,31.10611,11.77839,8.11537764,0.0004341,1.403777778,12.80181902
VC,2,7/06/2014,14,186,186,2,C,VC_2C_14,VC_2C_14_2,38,25,0,4.725684211,19.04798611,30.11760896,31.86804201,7.959258333,8.16675,0.000196919,0.002365444,31.10611,11.77839,8.11537764,0.0004341,1.403777778,12.80181902
VC,2,7/06/2014,14,186,186,3,A,VC_3A_14,VC_3A_14_2,38,25,0,4.725684211,19.04798611,30.11760896,31.86804201,7.959258333,8.16675,0.000196919,0.002365444,31.10611,11.77839,8.11537764,0.0004341,1.403777778,12.80181902
VC,2,7/06/2014,14,186,186,3,B,VC_3B_14,VC_3B_14_2,38,25,0,4.725684211,19.04798611,30.11760896,31.86804201,7.959258333,8.16675,0.000196919,0.002365444,31.10611,11.77839,8.11537764,0.0004341,1.403777778,12.80181902
VC,2,7/06/2014,14,186,186,3,C,VC_3C_14,VC_3C_14_2,38,25,0,4.725684211,19.04798611,30.11760896,31.86804201,7.959258333,8.16675,0.000196919,0.002365444,31.10611,11.77839,8.11537764,0.0004341,1.403777778,12.80181902
VC,3,8/03/2014,14,214,214,1,A,VC_1A_14,VC_1A_14_3,66,28,0,12.70798611,20.60906077,31.08487188,32.00898403,8.087409722,8.132163194,0.000105905,0.000378707,31.64214,16.79577,8.10716912,0.00025271,1.403777778,12.80181902
VC,3,8/03/2014,14,214,214,1,B,VC_1B_14,VC_1B_14_3,66,28,0,12.70798611,20.60906077,31.08487188,32.00898403,8.087409722,8.132163194,0.000105905,0.000378707,31.64214,16.79577,8.10716912,0.00025271,1.403777778,12.80181902
VC,3,8/03/2014,14,214,214,1,C,VC_1C_14,VC_1C_14_3,66,28,0,12.70798611,20.60906077,31.08487188,32.00898403,8.087409722,8.132163194,0.000105905,0.000378707,31.64214,16.79577,8.10716912,0.00025271,1.403777778,12.80181902
VC,3,8/03/2014,14,214,214,2,A,VC_2A_14,VC_2A_14_3,66,28,0,12.70798611,20.60906077,31.08487188,32.00898403,8.087409722,8.132163194,0.000105905,0.000378707,31.64214,16.79577,8.10716912,0.00025271,1.403777778,12.80181902
VC,3,8/03/2014,14,214,214,2,B,VC_2B_14,VC_2B_14_3,66,28,0,12.70798611,20.60906077,31.08487188,32.00898403,8.087409722,8.132163194,0.000105905,0.000378707,31.64214,16.79577,8.10716912,0.00025271,1.403777778,12.80181902
VC,3,8/03/2014,14,214,214,2,C,VC_2C_14,VC_2C_14_3,66,28,0,12.70798611,20.60906077,31.08487188,32.00898403,8.087409722,8.132163194,0.000105905,0.000378707,31.64214,16.79577,8.10716912,0.00025271,1.403777778,12.80181902
VC,3,8/03/2014,14,214,214,3,A,VC_3A_14,VC_3A_14_3,66,28,0,12.70798611,20.60906077,31.08487188,32.00898403,8.087409722,8.132163194,0.000105905,0.000378707,31.64214,16.79577,8.10716912,0.00025271,1.403777778,12.80181902
VC,3,8/03/2014,14,214,214,3,B,VC_3B_14,VC_3B_14_3,66,28,1.15,12.70798611,20.60906077,31.08487188,32.00898403,8.087409722,8.132163194,0.000105905,0.000378707,31.64214,16.79577,8.10716912,0.00025271,1.403777778,12.80181902
VC,3,8/03/2014,14,214,214,3,C,VC_3C_14,VC_3C_14_3,66,28,1.22,12.70798611,20.60906077,31.08487188,32.00898403,8.087409722,8.132163194,0.000105905,0.000378707,31.64214,16.79577,8.10716912,0.00025271,1.403777778,12.80181902
VC,4,9/10/2014,14,252,252,1,A,VC_1A_14,VC_1A_14_4,104,38,3.45,10.74072917,21.57291667,31.03449063,31.9434066,7.820989583,8.077059524,9.36E-05,0.001280168,31.71634,20.14891,7.88711586,0.00024582,1.403777778,12.80181902
VC,4,9/10/2014,14,252,252,1,B,VC_1B_14,VC_1B_14_4,104,38,1.18,10.74072917,21.57291667,31.03449063,31.9434066,7.820989583,8.077059524,9.36E-05,0.001280168,31.71634,20.14891,7.88711586,0.00024582,1.403777778,12.80181902
VC,4,9/10/2014,14,252,252,1,C,VC_1C_14,VC_1C_14_4,104,38,1.18,10.74072917,21.57291667,31.03449063,31.9434066,7.820989583,8.077059524,9.36E-05,0.001280168,31.71634,20.14891,7.88711586,0.00024582,1.403777778,12.80181902
VC,4,9/10/2014,14,252,252,2,A,VC_2A_14,VC_2A_14_4,104,38,0,10.74072917,21.57291667,31.03449063,31.9434066,7.820989583,8.077059524,9.36E-05,0.001280168,31.71634,20.14891,7.88711586,0.00024582,1.403777778,12.80181902
VC,4,9/10/2014,14,252,252,2,B,VC_2B_14,VC_2B_14_4,104,38,0,10.74072917,21.57291667,31.03449063,31.9434066,7.820989583,8.077059524,9.36E-05,0.001280168,31.71634,20.14891,7.88711586,0.00024582,1.403777778,12.80181902
VC,4,9/10/2014,14,252,252,2,C,VC_2C_14,VC_2C_14_4,104,38,3.53,10.74072917,21.57291667,31.03449063,31.9434066,7.820989583,8.077059524,9.36E-05,0.001280168,31.71634,20.14891,7.88711586,0.00024582,1.403777778,12.80181902
VC,4,9/10/2014,14,252,252,3,A,VC_3A_14,VC_3A_14_4,104,38,0,10.74072917,21.57291667,31.03449063,31.9434066,7.820989583,8.077059524,9.36E-05,0.001280168,31.71634,20.14891,7.88711586,0.00024582,1.403777778,12.80181902
VC,4,9/10/2014,14,252,252,3,B,VC_3B_14,VC_3B_14_4,104,38,2.27,10.74072917,21.57291667,31.03449063,31.9434066,7.820989583,8.077059524,9.36E-05,0.001280168,31.71634,20.14891,7.88711586,0.00024582,1.403777778,12.80181902
VC,4,9/10/2014,14,252,252,3,C,VC_3C_14,VC_3C_14_4,104,38,12.79,10.74072917,21.57291667,31.03449063,31.9434066,7.820989583,8.077059524,9.36E-05,0.001280168,31.71634,20.14891,7.88711586,0.00024582,1.403777778,12.80181902
VC,5,10/09/2014,14,281,281,1,A,VC_1A_14,VC_1A_14_5,133,29,0,9.308680556,17.03819444,29.91480486,32.41507049,7.970256944,8.170736111,0.000159048,0.001033536,31.30107,14.96003,8.11981252,0.00031141,1.403777778,12.80181902
VC,5,10/09/2014,14,281,281,1,B,VC_1B_14,VC_1B_14_5,133,29,0,9.308680556,17.03819444,29.91480486,32.41507049,7.970256944,8.170736111,0.000159048,0.001033536,31.30107,14.96003,8.11981252,0.00031141,1.403777778,12.80181902
VC,5,10/09/2014,14,281,281,1,C,VC_1C_14,VC_1C_14_5,133,29,2.56,9.308680556,17.03819444,29.91480486,32.41507049,7.970256944,8.170736111,0.000159048,0.001033536,31.30107,14.96003,8.11981252,0.00031141,1.403777778,12.80181902
VC,5,10/09/2014,14,281,281,2,A,VC_2A_14,VC_2A_14_5,133,29,8.33,9.308680556,17.03819444,29.91480486,32.41507049,7.970256944,8.170736111,0.000159048,0.001033536,31.30107,14.96003,8.11981252,0.00031141,1.403777778,12.80181902
VC,5,10/09/2014,14,281,281,2,B,VC_2B_14,VC_2B_14_5,133,29,0,9.308680556,17.03819444,29.91480486,32.41507049,7.970256944,8.170736111,0.000159048,0.001033536,31.30107,14.96003,8.11981252,0.00031141,1.403777778,12.80181902
VC,5,10/09/2014,14,281,281,2,C,VC_2C_14,VC_2C_14_5,133,29,10.47,9.308680556,17.03819444,29.91480486,32.41507049,7.970256944,8.170736111,0.000159048,0.001033536,31.30107,14.96003,8.11981252,0.00031141,1.403777778,12.80181902
VC,5,10/09/2014,14,281,281,3,A,VC_3A_14,VC_3A_14_5,133,29,6.9,9.308680556,17.03819444,29.91480486,32.41507049,7.970256944,8.170736111,0.000159048,0.001033536,31.30107,14.96003,8.11981252,0.00031141,1.403777778,12.80181902
VC,5,10/09/2014,14,281,281,3,B,VC_3B_14,VC_3B_14_5,133,29,3.49,9.308680556,17.03819444,29.91480486,32.41507049,7.970256944,8.170736111,0.000159048,0.001033536,31.30107,14.96003,8.11981252,0.00031141,1.403777778,12.80181902
VC,5,10/09/2014,14,281,281,3,C,VC_3C_14,VC_3C_14_5,133,29,4.65,9.308680556,17.03819444,29.91480486,32.41507049,7.970256944,8.170736111,0.000159048,0.001033536,31.30107,14.96003,8.11981252,0.00031141,1.403777778,12.80181902
WP,1,6/06/2014,14,156,156,1,A,WP_1A_14,WP_1A_14_1,33,33,0,7.993055556,14.41229167,NA,NA,8.059533728,8.160361806,NA,NA,NA,11.20754,8.10474793,NA,1.853333333,32.88490802
WP,1,6/06/2014,14,156,156,1,B,WP_1B_14,WP_1B_14_1,33,33,0,7.993055556,14.41229167,NA,NA,8.059533728,8.160361806,NA,NA,NA,11.20754,8.10474793,NA,1.853333333,32.88490802
WP,1,6/06/2014,14,156,156,1,C,WP_1C_14,WP_1C_14_1,33,33,0,7.993055556,14.41229167,NA,NA,8.059533728,8.160361806,NA,NA,NA,11.20754,8.10474793,NA,1.853333333,32.88490802
WP,1,6/06/2014,14,156,156,2,A,WP_2A_14,WP_2A_14_1,33,33,0,7.993055556,14.41229167,NA,NA,8.059533728,8.160361806,NA,NA,NA,11.20754,8.10474793,NA,1.853333333,32.88490802
WP,1,6/06/2014,14,156,156,2,B,WP_2B_14,WP_2B_14_1,33,33,0,7.993055556,14.41229167,NA,NA,8.059533728,8.160361806,NA,NA,NA,11.20754,8.10474793,NA,1.853333333,32.88490802
WP,1,6/06/2014,14,156,156,2,C,WP_2C_14,WP_2C_14_1,33,33,0,7.993055556,14.41229167,NA,NA,8.059533728,8.160361806,NA,NA,NA,11.20754,8.10474793,NA,1.853333333,32.88490802
WP,1,6/06/2014,14,156,156,4,A,WP_4A_14,WP_4A_14_1,33,33,0,7.993055556,14.41229167,NA,NA,8.059533728,8.160361806,NA,NA,NA,11.20754,8.10474793,NA,1.853333333,32.88490802
WP,1,6/06/2014,14,156,156,4,B,WP_4B_14,WP_4B_14_1,33,33,0,7.993055556,14.41229167,NA,NA,8.059533728,8.160361806,NA,NA,NA,11.20754,8.10474793,NA,1.853333333,32.88490802
WP,1,6/06/2014,14,156,156,4,C,WP_4C_14,WP_4C_14_1,33,33,0,7.993055556,14.41229167,NA,NA,8.059533728,8.160361806,NA,NA,NA,11.20754,8.10474793,NA,1.853333333,32.88490802
WP,1,6/06/2014,14,156,156,6,A,WP_6A_14,WP_6A_14_1,33,33,0,7.993055556,14.41229167,NA,NA,8.059533728,8.160361806,NA,NA,NA,11.20754,8.10474793,NA,1.853333333,32.88490802
WP,1,6/06/2014,14,156,156,6,B,WP_6B_14,WP_6B_14_1,33,33,0,7.993055556,14.41229167,NA,NA,8.059533728,8.160361806,NA,NA,NA,11.20754,8.10474793,NA,1.853333333,32.88490802
WP,1,6/06/2014,14,156,156,6,C,WP_6C_14,WP_6C_14_1,33,33,0,7.993055556,14.41229167,NA,NA,8.059533728,8.160361806,NA,NA,NA,11.20754,8.10474793,NA,1.853333333,32.88490802
WP,2,7/04/2014,14,184,184,1,A,WP_1A_14,WP_1A_14_2,61,28,0,13.38018692,17.81630573,30.27744944,31.10513178,8.016142675,8.097520833,NA,NA,30.4137,15.61393,8.06835055,NA,1.853333333,32.88490802
WP,2,7/04/2014,14,184,184,1,B,WP_1B_14,WP_1B_14_2,61,28,0,13.38018692,17.81630573,30.27744944,31.10513178,8.016142675,8.097520833,NA,NA,30.4137,15.61393,8.06835055,NA,1.853333333,32.88490802
WP,2,7/04/2014,14,184,184,1,C,WP_1C_14,WP_1C_14_2,61,28,0,13.38018692,17.81630573,30.27744944,31.10513178,8.016142675,8.097520833,NA,NA,30.4137,15.61393,8.06835055,NA,1.853333333,32.88490802
WP,2,7/04/2014,14,184,184,2,A,WP_2A_14,WP_2A_14_2,61,28,0,13.38018692,17.81630573,30.27744944,31.10513178,8.016142675,8.097520833,NA,NA,30.4137,15.61393,8.06835055,NA,1.853333333,32.88490802
WP,2,7/04/2014,14,184,184,2,B,WP_2B_14,WP_2B_14_2,61,28,0,13.38018692,17.81630573,30.27744944,31.10513178,8.016142675,8.097520833,NA,NA,30.4137,15.61393,8.06835055,NA,1.853333333,32.88490802
WP,2,7/04/2014,14,184,184,2,C,WP_2C_14,WP_2C_14_2,61,28,0,13.38018692,17.81630573,30.27744944,31.10513178,8.016142675,8.097520833,NA,NA,30.4137,15.61393,8.06835055,NA,1.853333333,32.88490802
WP,2,7/04/2014,14,184,184,4,A,WP_4A_14,WP_4A_14_2,61,28,1.19,13.38018692,17.81630573,30.27744944,31.10513178,8.016142675,8.097520833,NA,NA,30.4137,15.61393,8.06835055,NA,1.853333333,32.88490802
WP,2,7/04/2014,14,184,184,4,B,WP_4B_14,WP_4B_14_2,61,28,0,13.38018692,17.81630573,30.27744944,31.10513178,8.016142675,8.097520833,NA,NA,30.4137,15.61393,8.06835055,NA,1.853333333,32.88490802
WP,2,7/04/2014,14,184,184,4,C,WP_4C_14,WP_4C_14_2,61,28,0,13.38018692,17.81630573,30.27744944,31.10513178,8.016142675,8.097520833,NA,NA,30.4137,15.61393,8.06835055,NA,1.853333333,32.88490802
WP,2,7/04/2014,14,184,184,6,A,WP_6A_14,WP_6A_14_2,61,28,0,13.38018692,17.81630573,30.27744944,31.10513178,8.016142675,8.097520833,NA,NA,30.4137,15.61393,8.06835055,NA,1.853333333,32.88490802
WP,2,7/04/2014,14,184,184,6,B,WP_6B_14,WP_6B_14_2,61,28,0,13.38018692,17.81630573,30.27744944,31.10513178,8.016142675,8.097520833,NA,NA,30.4137,15.61393,8.06835055,NA,1.853333333,32.88490802
WP,2,7/04/2014,14,184,184,6,C,WP_6C_14,WP_6C_14_2,61,28,0,13.38018692,17.81630573,30.27744944,31.10513178,8.016142675,8.097520833,NA,NA,30.4137,15.61393,8.06835055,NA,1.853333333,32.88490802
WP,3,8/01/2014,14,212,212,1,A,WP_1A_14,WP_1A_14_3,89,28,0,15.80291667,18.44385417,NA,NA,NA,NA,0.000249683,0.000718841,29.80614,17.04658,NA,0.00036111,1.853333333,32.88490802
WP,3,8/01/2014,14,212,212,1,B,WP_1B_14,WP_1B_14_3,89,28,2.33,15.80291667,18.44385417,NA,NA,NA,NA,0.000249683,0.000718841,29.80614,17.04658,NA,0.00036111,1.853333333,32.88490802
WP,3,8/01/2014,14,212,212,1,C,WP_1C_14,WP_1C_14_3,89,28,0,15.80291667,18.44385417,NA,NA,NA,NA,0.000249683,0.000718841,29.80614,17.04658,NA,0.00036111,1.853333333,32.88490802
WP,3,8/01/2014,14,212,212,2,A,WP_2A_14,WP_2A_14_3,89,28,4.71,15.80291667,18.44385417,NA,NA,NA,NA,0.000249683,0.000718841,29.80614,17.04658,NA,0.00036111,1.853333333,32.88490802
WP,3,8/01/2014,14,212,212,2,B,WP_2B_14,WP_2B_14_3,89,28,9.09,15.80291667,18.44385417,NA,NA,NA,NA,0.000249683,0.000718841,29.80614,17.04658,NA,0.00036111,1.853333333,32.88490802
WP,3,8/01/2014,14,212,212,2,C,WP_2C_14,WP_2C_14_3,89,28,0,15.80291667,18.44385417,NA,NA,NA,NA,0.000249683,0.000718841,29.80614,17.04658,NA,0.00036111,1.853333333,32.88490802
WP,3,8/01/2014,14,212,212,4,A,WP_4A_14,WP_4A_14_3,89,28,12.79,15.80291667,18.44385417,NA,NA,NA,NA,0.000249683,0.000718841,29.80614,17.04658,NA,0.00036111,1.853333333,32.88490802
